Index,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
0,Riven,Nocturne,Galio,Zeri,Ashe,Sejuani,Evelynn,Irelia,Varus,Karma,TOP,DIAMOND,"['Riven', 'Irelia', 'Jayce']",12.0,7.0,0.631578947,False,False,False,True
1,Nocturne,Riven,Galio,Zeri,Ashe,Sejuani,Evelynn,Irelia,Varus,Karma,JUNGLE,GRANDMASTER,"['Nocturne', 'Evelynn', 'Amumu']",88.0,76.0,0.536585366,False,False,False,True
2,Galio,Riven,Nocturne,Zeri,Ashe,Sejuani,Evelynn,Irelia,Varus,Karma,MIDDLE,GRANDMASTER,"['Galio', 'Yasuo', 'Sylas']",91.0,67.0,0.575949367,False,True,False,True
3,Zeri,Riven,Nocturne,Galio,Ashe,Sejuani,Evelynn,Irelia,Varus,Karma,BOTTOM,MASTER,"['Kindred', 'Graves', 'Khazix']",29.0,29.0,0.5,False,False,False,True
4,Ashe,Riven,Nocturne,Galio,Zeri,Sejuani,Evelynn,Irelia,Varus,Karma,UTILITY,CHALLENGER,"['Viego', 'LeeSin', 'Pyke']",114.0,89.0,0.561576355,False,False,False,True
0,Darius,JarvanIV,Chogath,Ezreal,Heimerdinger,Camille,Kindred,Galio,Caitlyn,Xerath,TOP,GRANDMASTER,"['Darius', 'Aatrox', 'Ornn']",99.0,91.0,0.521052632,False,True,False,False
1,JarvanIV,Darius,Chogath,Ezreal,Heimerdinger,Camille,Kindred,Galio,Caitlyn,Xerath,JUNGLE,GRANDMASTER,"['JarvanIV', 'Elise', 'Camille']",377.0,360.0,0.511533243,False,True,False,False
2,Chogath,Darius,JarvanIV,Ezreal,Heimerdinger,Camille,Kindred,Galio,Caitlyn,Xerath,MIDDLE,GRANDMASTER,"['Kassadin', 'Yone', 'Viktor']",156.0,141.0,0.525252525,False,False,True,False
3,Ezreal,Darius,JarvanIV,Chogath,Heimerdinger,Camille,Kindred,Galio,Caitlyn,Xerath,BOTTOM,GRANDMASTER,"['Fiora', 'Camille', 'Akali']",178.0,164.0,0.520467836,False,True,False,False
4,Heimerdinger,Darius,JarvanIV,Chogath,Ezreal,Camille,Kindred,Galio,Caitlyn,Xerath,UTILITY,GRANDMASTER,"['Pyke', 'Janna', 'Blitzcrank']",155.0,152.0,0.504885993,False,False,True,False
0,Camille,Kindred,Galio,Zeri,Lulu,Quinn,Ekko,MonkeyKing,Xayah,Rakan,TOP,MASTER,"['Jayce', 'Camille', 'Riven']",54.0,39.0,0.580645161,False,False,True,False
1,Kindred,Camille,Galio,Zeri,Lulu,Quinn,Ekko,MonkeyKing,Xayah,Rakan,JUNGLE,GRANDMASTER,"['Talon', 'Kayn', 'Elise']",134.0,103.0,0.565400844,False,True,True,False
2,Galio,Camille,Kindred,Zeri,Lulu,Quinn,Ekko,MonkeyKing,Xayah,Rakan,MIDDLE,GRANDMASTER,"['Galio', 'Yasuo', 'Sylas']",91.0,67.0,0.575949367,False,True,False,False
3,Zeri,Camille,Kindred,Galio,Lulu,Quinn,Ekko,MonkeyKing,Xayah,Rakan,BOTTOM,MASTER,"['Xayah', 'Ezreal', 'Aphelios']",228.0,223.0,0.505543237,False,True,False,False
4,Lulu,Camille,Kindred,Galio,Zeri,Quinn,Ekko,MonkeyKing,Xayah,Rakan,UTILITY,MASTER,"['Sylas', 'Lulu', 'Senna']",42.0,35.0,0.545454545,False,False,False,False
0,Gangplank,Elise,Qiyana,Xayah,Nautilus,Shen,Rengar,Galio,Zeri,Alistar,TOP,CHALLENGER,"['Riven', 'Camille', 'Lucian']",203.0,195.0,0.510050251,False,True,False,False
1,Elise,Gangplank,Qiyana,Xayah,Nautilus,Shen,Rengar,Galio,Zeri,Alistar,JUNGLE,DIAMOND,"['RekSai', 'Graves', 'Taliyah']",36.0,35.0,0.507042254,False,False,False,False
2,Qiyana,Gangplank,Elise,Xayah,Nautilus,Shen,Rengar,Galio,Zeri,Alistar,MIDDLE,MASTER,"['Qiyana', 'Gragas', 'Thresh']",159.0,165.0,0.490740741,True,False,False,False
3,Xayah,Gangplank,Elise,Qiyana,Nautilus,Shen,Rengar,Galio,Zeri,Alistar,BOTTOM,GRANDMASTER,"['Lucian', 'Riven', 'Irelia']",124.0,127.0,0.494023904,True,False,False,False
4,Nautilus,Gangplank,Elise,Qiyana,Xayah,Shen,Rengar,Galio,Zeri,Alistar,UTILITY,PLATINUM,"['Yasuo', 'Blitzcrank', 'Leona']",91.0,76.0,0.54491018,False,False,True,False
0,Ezreal,Kindred,Galio,MonkeyKing,Alistar,Tryndamere,LeeSin,Swain,Zeri,Annie,BOTTOM,CHALLENGER,"['Gangplank', 'Gragas', 'Khazix']",142.0,117.0,0.548262548,True,False,False,True
1,Kindred,Ezreal,Galio,MonkeyKing,Alistar,Tryndamere,LeeSin,Swain,Zeri,Annie,JUNGLE,MASTER,"['Kindred', 'Graves', 'Khazix']",29.0,29.0,0.5,False,False,False,True
2,Galio,Ezreal,Kindred,MonkeyKing,Alistar,Tryndamere,LeeSin,Swain,Zeri,Annie,MIDDLE,GRANDMASTER,"['Galio', 'Yasuo', 'Sylas']",91.0,67.0,0.575949367,False,True,False,True
3,MonkeyKing,Ezreal,Kindred,Galio,Alistar,Tryndamere,LeeSin,Swain,Zeri,Annie,TOP,CHALLENGER,"['MonkeyKing', 'Irelia', 'Renekton']",99.0,78.0,0.559322034,False,True,True,True
4,Alistar,Ezreal,Kindred,Galio,MonkeyKing,Tryndamere,LeeSin,Swain,Zeri,Annie,UTILITY,CHALLENGER,"['Nautilus', 'Leona', 'Alistar']",244.0,216.0,0.530434783,True,False,True,True
0,Jax,Graves,Galio,Varus,Thresh,Olaf,MonkeyKing,Sylas,Veigar,Rakan,TOP,MASTER,"['Xerath', 'Ahri', 'Anivia']",13.0,5.0,0.722222222,False,True,False,False
1,Graves,Jax,Galio,Varus,Thresh,Olaf,MonkeyKing,Sylas,Veigar,Rakan,JUNGLE,MASTER,"['Taliyah', 'Morgana', 'Katarina']",148.0,143.0,0.508591065,False,True,False,False
2,Galio,Jax,Graves,Varus,Thresh,Olaf,MonkeyKing,Sylas,Veigar,Rakan,MIDDLE,GRANDMASTER,"['Galio', 'Yasuo', 'Sylas']",91.0,67.0,0.575949367,False,True,False,False
3,Varus,Jax,Graves,Galio,Thresh,Olaf,MonkeyKing,Sylas,Veigar,Rakan,BOTTOM,GRANDMASTER,"['Riven', 'Irelia', 'Vayne']",159.0,143.0,0.526490066,False,True,False,False
4,Thresh,Jax,Graves,Galio,Varus,Olaf,MonkeyKing,Sylas,Veigar,Rakan,UTILITY,MASTER,"['Bard', 'Karma', 'Rakan']",58.0,43.0,0.574257426,False,False,False,False
0,Chogath,JarvanIV,Taliyah,Aphelios,Thresh,Sett,Kindred,Galio,Twitch,Heimerdinger,TOP,GRANDMASTER,"['Skarner', 'Renekton', 'Gwen']",322.0,318.0,0.503125,False,True,False,False
1,JarvanIV,Chogath,Taliyah,Aphelios,Thresh,Sett,Kindred,Galio,Twitch,Heimerdinger,JUNGLE,MASTER,"['LeeSin', 'Graves', 'Gangplank']",49.0,38.0,0.563218391,False,False,False,False
2,Taliyah,Chogath,JarvanIV,Aphelios,Thresh,Sett,Kindred,Galio,Twitch,Heimerdinger,MIDDLE,GRANDMASTER,"['Sylas', 'Leblanc', 'Akali']",139.0,141.0,0.496428571,False,False,False,False
3,Aphelios,Chogath,JarvanIV,Taliyah,Thresh,Sett,Kindred,Galio,Twitch,Heimerdinger,BOTTOM,GRANDMASTER,"['Zeri', 'Xayah', 'Varus']",112.0,101.0,0.525821596,False,True,False,False
4,Thresh,Chogath,JarvanIV,Taliyah,Aphelios,Sett,Kindred,Galio,Twitch,Heimerdinger,UTILITY,GOLD,"['LeeSin', 'Leona', 'Nautilus']",22.0,28.0,0.44,False,False,False,False
0,Camille,Nidalee,Kled,Jhin,Zyra,Renekton,JarvanIV,Kassadin,Senna,Nautilus,TOP,MASTER,"['Irelia', 'Caitlyn', 'Renekton']",50.0,34.0,0.595238095,False,True,True,False
1,Nidalee,Camille,Kled,Jhin,Zyra,Renekton,JarvanIV,Kassadin,Senna,Nautilus,JUNGLE,MASTER,"['LeeSin', 'Viego', 'XinZhao']",261.0,263.0,0.498091603,False,True,False,False
2,Kled,Camille,Nidalee,Jhin,Zyra,Renekton,JarvanIV,Kassadin,Senna,Nautilus,MIDDLE,DIAMOND,"['KogMaw', 'Khazix', 'Taliyah']",42.0,41.0,0.506024096,False,True,False,False
3,Jhin,Camille,Nidalee,Kled,Zyra,Renekton,JarvanIV,Kassadin,Senna,Nautilus,BOTTOM,MASTER,"['Kaisa', 'Jhin', 'Seraphine']",108.0,100.0,0.519230769,False,False,False,False
4,Zyra,Camille,Nidalee,Kled,Jhin,Renekton,JarvanIV,Kassadin,Senna,Nautilus,UTILITY,DIAMOND,"['Zyra', 'Velkoz', 'Brand']",30.0,23.0,0.566037736,False,False,False,False
0,Fiora,Sylas,AurelionSol,Tristana,Velkoz,Olaf,Rengar,Yasuo,Xayah,Rakan,TOP,MASTER,"['Fiora', 'Kayn', 'Riven']",116.0,107.0,0.520179372,True,False,False,False
1,Sylas,Fiora,AurelionSol,Tristana,Velkoz,Olaf,Rengar,Yasuo,Xayah,Rakan,JUNGLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,False
2,AurelionSol,Fiora,Sylas,Tristana,Velkoz,Olaf,Rengar,Yasuo,Xayah,Rakan,MIDDLE,MASTER,"['Azir', 'Fizz', 'Viktor']",169.0,171.0,0.497058824,False,True,False,False
3,Tristana,Fiora,Sylas,AurelionSol,Velkoz,Olaf,Rengar,Yasuo,Xayah,Rakan,BOTTOM,DIAMOND,"['Seraphine', 'Caitlyn', 'Jinx']",11.0,5.0,0.6875,False,True,True,False
4,Velkoz,Fiora,Sylas,AurelionSol,Tristana,Olaf,Rengar,Yasuo,Xayah,Rakan,UTILITY,MASTER,"['Velkoz', 'Lux', 'Veigar']",85.0,73.0,0.537974684,False,True,False,False
0,Fiora,Graves,Syndra,Xayah,Pyke,Illaoi,Rengar,Kassadin,Ezreal,Karma,TOP,MASTER,"['Fiora', 'Kayn', 'Riven']",116.0,107.0,0.520179372,True,False,False,False
1,Graves,Fiora,Syndra,Xayah,Pyke,Illaoi,Rengar,Kassadin,Ezreal,Karma,JUNGLE,MASTER,"['Zac', 'Udyr', 'Evelynn']",145.0,126.0,0.535055351,True,False,False,False
2,Syndra,Fiora,Graves,Xayah,Pyke,Illaoi,Rengar,Kassadin,Ezreal,Karma,MIDDLE,MASTER,"['Vayne', 'Ezreal', 'Thresh']",33.0,41.0,0.445945946,False,True,False,False
3,Xayah,Fiora,Graves,Syndra,Pyke,Illaoi,Rengar,Kassadin,Ezreal,Karma,BOTTOM,MASTER,"['Jhin', 'Kaisa', 'Ezreal']",122.0,125.0,0.493927126,True,False,False,False
4,Pyke,Fiora,Graves,Syndra,Xayah,Illaoi,Rengar,Kassadin,Ezreal,Karma,UTILITY,MASTER,"['Pyke', 'Rell', 'Senna']",57.0,30.0,0.655172414,False,True,True,False
0,Fiora,Udyr,Kassadin,Twitch,Thresh,Irelia,Kayn,Akali,Samira,Pyke,TOP,MASTER,"['Fiora', 'Kayn', 'Riven']",116.0,107.0,0.520179372,True,False,False,True
1,Udyr,Fiora,Kassadin,Twitch,Thresh,Irelia,Kayn,Akali,Samira,Pyke,JUNGLE,MASTER,"['Warwick', 'Udyr', 'Graves']",64.0,46.0,0.581818182,False,True,False,True
2,Kassadin,Fiora,Udyr,Twitch,Thresh,Irelia,Kayn,Akali,Samira,Pyke,MIDDLE,MASTER,"['Kassadin', 'Yasuo', 'MasterYi']",243.0,215.0,0.530567686,False,True,False,True
3,Twitch,Fiora,Udyr,Kassadin,Thresh,Irelia,Kayn,Akali,Samira,Pyke,BOTTOM,GRANDMASTER,"['Twitch', 'Kaisa', 'Neeko']",122.0,101.0,0.547085202,False,True,False,True
4,Thresh,Fiora,Udyr,Kassadin,Twitch,Irelia,Kayn,Akali,Samira,Pyke,UTILITY,MASTER,"['Thresh', 'Morgana', 'Lux']",107.0,74.0,0.591160221,False,False,True,True
0,Aatrox,MonkeyKing,Kassadin,Caitlyn,Lux,Irelia,LeeSin,Ahri,Varus,Morgana,TOP,GRANDMASTER,"['Zed', 'Aatrox', 'Darius']",199.0,188.0,0.514211886,False,True,False,False
1,MonkeyKing,Aatrox,Kassadin,Caitlyn,Lux,Irelia,LeeSin,Ahri,Varus,Morgana,JUNGLE,GRANDMASTER,"['LeeSin', 'Graves', 'Fiddlesticks']",163.0,155.0,0.512578616,False,False,False,False
2,Kassadin,Aatrox,MonkeyKing,Caitlyn,Lux,Irelia,LeeSin,Ahri,Varus,Morgana,MIDDLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,False
3,Caitlyn,Aatrox,MonkeyKing,Kassadin,Lux,Irelia,LeeSin,Ahri,Varus,Morgana,BOTTOM,MASTER,"['Vayne', 'Caitlyn', 'Heimerdinger']",166.0,162.0,0.506097561,False,True,False,False
4,Lux,Aatrox,MonkeyKing,Kassadin,Caitlyn,Irelia,LeeSin,Ahri,Varus,Morgana,UTILITY,GRANDMASTER,"['Karma', 'Alistar', 'Kindred']",51.0,33.0,0.607142857,False,True,False,False
0,Sett,Diana,Talon,Ezreal,Senna,Gnar,Hecarim,Kassadin,Kaisa,Zyra,TOP,DIAMOND,"['Aatrox', 'Darius', 'Sett']",9.0,1.0,0.9,False,False,True,True
1,Diana,Sett,Talon,Ezreal,Senna,Gnar,Hecarim,Kassadin,Kaisa,Zyra,JUNGLE,GRANDMASTER,"['Graves', 'Hecarim', 'Riven']",132.0,118.0,0.528,True,False,False,True
2,Talon,Sett,Diana,Ezreal,Senna,Gnar,Hecarim,Kassadin,Kaisa,Zyra,MIDDLE,GRANDMASTER,"['Talon', 'Pantheon', 'Diana']",102.0,92.0,0.525773196,False,True,False,True
3,Ezreal,Sett,Diana,Talon,Senna,Gnar,Hecarim,Kassadin,Kaisa,Zyra,BOTTOM,MASTER,"['Vayne', 'Kaisa', 'Ezreal']",96.0,69.0,0.581818182,False,True,False,True
4,Senna,Sett,Diana,Talon,Ezreal,Gnar,Hecarim,Kassadin,Kaisa,Zyra,UTILITY,MASTER,"['Janna', 'Karma', 'Caitlyn']",50.0,34.0,0.595238095,False,False,True,True
0,Jax,Elise,Aphelios,Ziggs,Taric,Pantheon,LeeSin,Kassadin,Sivir,Rakan,TOP,MASTER,"['Darius', 'LeeSin', 'Yasuo']",60.0,59.0,0.504201681,False,True,False,False
1,Elise,Jax,Aphelios,Ziggs,Taric,Pantheon,LeeSin,Kassadin,Sivir,Rakan,JUNGLE,DIAMOND,"['Elise', 'Ivern', 'Kayn']",79.0,46.0,0.632,False,True,False,False
2,Aphelios,Jax,Elise,Ziggs,Taric,Pantheon,LeeSin,Kassadin,Sivir,Rakan,BOTTOM,GRANDMASTER,"['Zeri', 'Xayah', 'Varus']",112.0,101.0,0.525821596,False,True,False,False
3,Ziggs,Jax,Elise,Aphelios,Taric,Pantheon,LeeSin,Kassadin,Sivir,Rakan,MIDDLE,GRANDMASTER,"['Ashe', 'Bard', 'Fiora']",178.0,159.0,0.528189911,False,True,False,False
4,Taric,Jax,Elise,Aphelios,Ziggs,Pantheon,LeeSin,Kassadin,Sivir,Rakan,UTILITY,DIAMOND,"['Sona', 'Yuumi', 'Janna']",17.0,13.0,0.566666667,False,False,False,False
0,Tristana,Gragas,Akali,Varus,Velkoz,Malphite,Kayn,Viego,Yasuo,Zoe,TOP,DIAMOND,"['Fiora', 'Camille', 'Aatrox']",38.0,24.0,0.612903226,False,False,False,False
1,Gragas,Tristana,Akali,Varus,Velkoz,Malphite,Kayn,Viego,Yasuo,Zoe,JUNGLE,MASTER,"['Sylas', 'LeeSin', 'Graves']",31.0,20.0,0.607843137,False,False,False,False
2,Akali,Tristana,Gragas,Varus,Velkoz,Malphite,Kayn,Viego,Yasuo,Zoe,MIDDLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,False
3,Varus,Tristana,Gragas,Akali,Velkoz,Malphite,Kayn,Viego,Yasuo,Zoe,BOTTOM,GRANDMASTER,"['Sylas', 'Yasuo', 'Akali']",175.0,157.0,0.527108434,False,True,False,False
4,Velkoz,Tristana,Gragas,Akali,Varus,Malphite,Kayn,Viego,Yasuo,Zoe,UTILITY,GRANDMASTER,"['Velkoz', 'Thresh', 'Warwick']",203.0,188.0,0.519181586,False,True,True,False
0,Ekko,Gangplank,Annie,Varus,Lulu,Pantheon,Elise,Kassadin,Samira,Alistar,JUNGLE,MASTER,"['Sett', 'Mordekaiser', 'Darius']",103.0,101.0,0.504901961,False,True,False,False
1,Gangplank,Ekko,Annie,Varus,Lulu,Pantheon,Elise,Kassadin,Samira,Alistar,TOP,DIAMOND,"['Fiora', 'Camille', 'Aatrox']",38.0,24.0,0.612903226,False,False,False,False
2,Annie,Ekko,Gangplank,Varus,Lulu,Pantheon,Elise,Kassadin,Samira,Alistar,MIDDLE,MASTER,"['Pyke', 'Sylas', 'Yasuo']",23.0,14.0,0.621621622,False,True,False,False
3,Varus,Ekko,Gangplank,Annie,Lulu,Pantheon,Elise,Kassadin,Samira,Alistar,BOTTOM,MASTER,"['Draven', 'Twitch', 'Caitlyn']",117.0,122.0,0.489539749,False,True,False,False
4,Lulu,Ekko,Gangplank,Annie,Varus,Pantheon,Elise,Kassadin,Samira,Alistar,UTILITY,MASTER,"['Janna', 'Senna', 'Soraka']",150.0,142.0,0.51369863,False,True,False,False
0,Shen,Sylas,Ryze,Samira,Pyke,Akali,Vi,Yasuo,Draven,Lulu,TOP,MASTER,"['Shen', 'Hecarim', 'Renekton']",106.0,101.0,0.512077295,False,True,False,True
1,Sylas,Shen,Ryze,Samira,Pyke,Akali,Vi,Yasuo,Draven,Lulu,JUNGLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,True
2,Ryze,Shen,Sylas,Samira,Pyke,Akali,Vi,Yasuo,Draven,Lulu,MIDDLE,MASTER,"['Viktor', 'Azir', 'Taliyah']",51.0,45.0,0.53125,False,False,False,True
3,Samira,Shen,Sylas,Ryze,Pyke,Akali,Vi,Yasuo,Draven,Lulu,BOTTOM,MASTER,"['Vayne', 'Caitlyn', 'Heimerdinger']",166.0,162.0,0.506097561,False,True,False,True
4,Pyke,Shen,Sylas,Ryze,Samira,Akali,Vi,Yasuo,Draven,Lulu,UTILITY,MASTER,"['Jax', 'Evelynn', 'Thresh']",177.0,140.0,0.558359621,True,False,False,True
0,MonkeyKing,Graves,Kassadin,Xayah,Rakan,Sett,Udyr,Syndra,Jhin,Karma,TOP,DIAMOND,"['MonkeyKing', 'Anivia', 'Pantheon']",116.0,74.0,0.610526316,False,True,False,True
1,Graves,MonkeyKing,Kassadin,Xayah,Rakan,Sett,Udyr,Syndra,Jhin,Karma,JUNGLE,MASTER,"['LeeSin', 'Graves', 'MasterYi']",117.0,62.0,0.653631285,False,True,False,True
2,Kassadin,MonkeyKing,Graves,Xayah,Rakan,Sett,Udyr,Syndra,Jhin,Karma,MIDDLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,True
3,Xayah,MonkeyKing,Graves,Kassadin,Rakan,Sett,Udyr,Syndra,Jhin,Karma,BOTTOM,MASTER,"['Vayne', 'Caitlyn', 'Heimerdinger']",166.0,162.0,0.506097561,False,True,False,True
4,Rakan,MonkeyKing,Graves,Kassadin,Xayah,Sett,Udyr,Syndra,Jhin,Karma,UTILITY,MASTER,"['Sett', 'Rell', 'Nautilus']",161.0,127.0,0.559027778,False,False,False,True
0,Veigar,MissFortune,Aatrox,Graves,Karma,Shen,LeeSin,Annie,Xayah,Rakan,MIDDLE,MASTER,"['Sion', 'Shen', 'Gnar']",37.0,22.0,0.627118644,False,True,True,True
1,MissFortune,Veigar,Aatrox,Graves,Karma,Shen,LeeSin,Annie,Xayah,Rakan,BOTTOM,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,True
2,Aatrox,Veigar,MissFortune,Graves,Karma,Shen,LeeSin,Annie,Xayah,Rakan,TOP,MASTER,"['Aatrox', 'Mordekaiser', 'Garen']",141.0,134.0,0.512727273,False,True,False,True
3,Graves,Veigar,MissFortune,Aatrox,Karma,Shen,LeeSin,Annie,Xayah,Rakan,JUNGLE,MASTER,"['LeeSin', 'Graves', 'MasterYi']",117.0,62.0,0.653631285,False,True,False,True
4,Karma,Veigar,MissFortune,Aatrox,Graves,Shen,LeeSin,Annie,Xayah,Rakan,UTILITY,MASTER,"['LeeSin', 'Rengar', 'Draven']",74.0,69.0,0.517482517,False,False,False,True
0,Aatrox,Belveth,AurelionSol,Zeri,Soraka,Tryndamere,Sylas,LeeSin,Caitlyn,Ashe,TOP,MASTER,"['Aatrox', 'Mordekaiser', 'Garen']",141.0,134.0,0.512727273,False,True,False,False
1,Belveth,Aatrox,AurelionSol,Zeri,Soraka,Tryndamere,Sylas,LeeSin,Caitlyn,Ashe,JUNGLE,MASTER,"['Zoe', 'Swain', 'Sylas']",128.0,151.0,0.458781362,False,True,False,False
2,AurelionSol,Aatrox,Belveth,Zeri,Soraka,Tryndamere,Sylas,LeeSin,Caitlyn,Ashe,MIDDLE,BRONZE,"['Sylas', 'Azir', 'Ekko']",6.0,6.0,0.5,False,False,False,False
3,Zeri,Aatrox,Belveth,AurelionSol,Soraka,Tryndamere,Sylas,LeeSin,Caitlyn,Ashe,BOTTOM,MASTER,"['Maokai', 'Aphelios', 'Viktor']",227.0,215.0,0.513574661,False,True,False,False
4,Soraka,Aatrox,Belveth,AurelionSol,Zeri,Tryndamere,Sylas,LeeSin,Caitlyn,Ashe,UTILITY,MASTER,"['Lux', 'Katarina', 'Jinx']",44.0,32.0,0.578947368,False,True,False,False
0,Vi,Aatrox,Taliyah,Caitlyn,Janna,KSante,Sylas,Viktor,Zeri,Ashe,JUNGLE,PLATINUM,"['Yasuo', 'Riven', 'LeeSin']",36.0,22.0,0.620689655,False,False,False,False
1,Aatrox,Vi,Taliyah,Caitlyn,Janna,KSante,Sylas,Viktor,Zeri,Ashe,TOP,MASTER,"['Aatrox', 'Mordekaiser', 'KSante']",153.0,139.0,0.523972603,True,False,False,False
2,Taliyah,Vi,Aatrox,Caitlyn,Janna,KSante,Sylas,Viktor,Zeri,Ashe,MIDDLE,MASTER,"['Zed', 'Akali', 'Sylas']",18.0,13.0,0.580645161,False,True,True,False
3,Caitlyn,Vi,Aatrox,Taliyah,Janna,KSante,Sylas,Viktor,Zeri,Ashe,BOTTOM,DIAMOND,"['Ezreal', 'Lucian', 'Vayne']",22.0,24.0,0.47826087,False,False,False,False
4,Janna,Vi,Aatrox,Taliyah,Caitlyn,KSante,Sylas,Viktor,Zeri,Ashe,UTILITY,DIAMOND,"['XinZhao', 'Sona', 'Kindred']",65.0,47.0,0.580357143,False,False,False,False
0,Malphite,MonkeyKing,Kassadin,MissFortune,Pyke,Tryndamere,JarvanIV,Taliyah,Twitch,Janna,TOP,MASTER,"['Singed', 'Pyke', 'Jax']",62.0,70.0,0.46969697,False,True,False,True
2,Kassadin,Malphite,MonkeyKing,MissFortune,Pyke,Tryndamere,JarvanIV,Taliyah,Twitch,Janna,MIDDLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,True
3,MissFortune,Malphite,MonkeyKing,Kassadin,Pyke,Tryndamere,JarvanIV,Taliyah,Twitch,Janna,BOTTOM,MASTER,"['Xayah', 'Kaisa', 'Twitch']",36.0,26.0,0.580645161,False,True,True,True
4,Pyke,Malphite,MonkeyKing,Kassadin,MissFortune,Tryndamere,JarvanIV,Taliyah,Twitch,Janna,UTILITY,MASTER,"['Bard', 'Pyke', 'Thresh']",136.0,133.0,0.505576208,False,True,False,True
0,Fiddlesticks,Sylas,Jayce,Kaisa,Blitzcrank,Shen,Zac,Zed,Xayah,Bard,TOP,MASTER,"['Fiddlesticks', 'Karma', 'Caitlyn']",64.0,52.0,0.551724138,False,False,False,True
1,Sylas,Fiddlesticks,Jayce,Kaisa,Blitzcrank,Shen,Zac,Zed,Xayah,Bard,JUNGLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,True
2,Jayce,Fiddlesticks,Sylas,Kaisa,Blitzcrank,Shen,Zac,Zed,Xayah,Bard,MIDDLE,MASTER,"['Zed', 'Yasuo', 'Leblanc']",157.0,160.0,0.495268139,False,True,False,True
3,Kaisa,Fiddlesticks,Sylas,Jayce,Blitzcrank,Shen,Zac,Zed,Xayah,Bard,BOTTOM,MASTER,"['Xayah', 'Kaisa', 'Twitch']",36.0,26.0,0.580645161,False,True,True,True
4,Blitzcrank,Fiddlesticks,Sylas,Jayce,Kaisa,Shen,Zac,Zed,Xayah,Bard,UTILITY,PLATINUM,"['Blitzcrank', 'Leona', 'Ashe']",37.0,19.0,0.660714286,False,True,False,True
0,Kennen,Maokai,Yone,Kaisa,Alistar,Darius,Ekko,Qiyana,Varus,Braum,TOP,MASTER,"['Jax', 'Jayce', 'Kennen']",52.0,17.0,0.753623188,False,True,True,True
1,Maokai,Kennen,Yone,Kaisa,Alistar,Darius,Ekko,Qiyana,Varus,Braum,JUNGLE,PLATINUM,"['RekSai', 'Graves', 'Riven']",26.0,30.0,0.464285714,False,False,False,True
2,Yone,Kennen,Maokai,Kaisa,Alistar,Darius,Ekko,Qiyana,Varus,Braum,MIDDLE,MASTER,"['Yone', 'Zed', 'Graves']",323.0,294.0,0.52350081,True,False,False,True
3,Kaisa,Kennen,Maokai,Yone,Alistar,Darius,Ekko,Qiyana,Varus,Braum,BOTTOM,MASTER,"['Draven', 'Aphelios', 'Kaisa']",87.0,59.0,0.595890411,False,False,True,True
4,Alistar,Kennen,Maokai,Yone,Kaisa,Darius,Ekko,Qiyana,Varus,Braum,UTILITY,MASTER,"['Nunu', 'Nautilus', 'Warwick']",122.0,117.0,0.510460251,False,True,False,True
0,Volibear,LeeSin,Kassadin,Twitch,Rakan,Yone,Graves,Irelia,Seraphine,Thresh,TOP,MASTER,"['Aphelios', 'LeeSin', 'Kaisa']",260.0,265.0,0.495238095,False,True,False,False
1,LeeSin,Volibear,Kassadin,Twitch,Rakan,Yone,Graves,Irelia,Seraphine,Thresh,JUNGLE,MASTER,"['Zac', 'Graves', 'Viego']",205.0,213.0,0.490430622,True,False,False,False
2,Kassadin,Volibear,LeeSin,Twitch,Rakan,Yone,Graves,Irelia,Seraphine,Thresh,MIDDLE,MASTER,"['Qiyana', 'Kassadin', 'Sylas']",102.0,87.0,0.53968254,False,True,False,False
3,Twitch,Volibear,LeeSin,Kassadin,Rakan,Yone,Graves,Irelia,Seraphine,Thresh,BOTTOM,MASTER,"['Elise', 'Nidalee', 'MasterYi']",82.0,63.0,0.565517241,False,False,False,False
4,Rakan,Volibear,LeeSin,Kassadin,Twitch,Yone,Graves,Irelia,Seraphine,Thresh,UTILITY,GRANDMASTER,"['Ashe', 'Rakan', 'KSante']",209.0,197.0,0.514778325,False,True,False,False
0,Yone,Hecarim,Kassadin,Sivir,Neeko,Skarner,Udyr,Anivia,Draven,Nautilus,TOP,MASTER,"['Zoe', 'Zilean', 'Ahri']",93.0,90.0,0.508196721,False,False,False,False
1,Hecarim,Yone,Kassadin,Sivir,Neeko,Skarner,Udyr,Anivia,Draven,Nautilus,JUNGLE,MASTER,"['Taliyah', 'Ekko', 'Kayn']",146.0,110.0,0.5703125,False,False,False,False
